Ensembl_gene	Cancer_type	Gene_name	count
ENSG00000198939	TCGA-CHOL	ZFP2	6
ENSG00000275052	TCGA-CHOL	PPP4R3B	6
ENSG00000049245	TCGA-COAD	VAMP3	6
ENSG00000063245	TCGA-COAD	EPN1	6
ENSG00000083535	TCGA-COAD	PIBF1	6
ENSG00000091164	TCGA-COAD	TXNL1	6
ENSG00000095319	TCGA-COAD	NUP188	6
ENSG00000100028	TCGA-COAD	SNRPD3	6
ENSG00000109971	TCGA-COAD	HSPA8	6
ENSG00000113763	TCGA-COAD	UNC5A	6
ENSG00000114520	TCGA-COAD	SNX4	6
ENSG00000115474	TCGA-COAD	KCNJ13	6
ENSG00000118972	TCGA-COAD	FGF23	6
ENSG00000125538	TCGA-COAD	IL1B	6
ENSG00000130332	TCGA-COAD	LSM7	6
ENSG00000134153	TCGA-COAD	EMC7	6
ENSG00000135824	TCGA-COAD	RGS8	6
ENSG00000136381	TCGA-COAD	IREB2	6
ENSG00000136758	TCGA-COAD	YME1L1	6
ENSG00000146842	TCGA-COAD	TMEM209	6
ENSG00000155008	TCGA-COAD	APOOL	6
ENSG00000156222	TCGA-COAD	SLC28A1	6
ENSG00000163606	TCGA-COAD	CD200R1	6
ENSG00000163904	TCGA-COAD	SENP2	6
ENSG00000167286	TCGA-COAD	CD3D	6
ENSG00000167434	TCGA-COAD	CA4	6
ENSG00000167711	TCGA-COAD	SERPINF2	6
ENSG00000169347	TCGA-COAD	GP2	6
ENSG00000169474	TCGA-COAD	SPRR1A	6
ENSG00000170571	TCGA-COAD	EMB	6
ENSG00000171954	TCGA-COAD	CYP4F22	6
ENSG00000179520	TCGA-COAD	SLC17A8	6
ENSG00000182173	TCGA-COAD	TSEN54	6
ENSG00000183148	TCGA-COAD	ANKRD20A2	6
ENSG00000184014	TCGA-COAD	DENND5A	6
ENSG00000187446	TCGA-COAD	CHP1	6
ENSG00000188613	TCGA-COAD	NANOS1	6
ENSG00000196705	TCGA-COAD	ZNF431	6
ENSG00000204439	TCGA-COAD	C6orf47	6
ENSG00000228856	TCGA-COAD	USP17L30	6
ENSG00000256043	TCGA-COAD	CTSO	6
ENSG00000038210	TCGA-DLBC	PI4K2B	6
ENSG00000075643	TCGA-DLBC	MOCOS	6
ENSG00000100294	TCGA-DLBC	MCAT	6
ENSG00000119328	TCGA-DLBC	FAM206A	6
ENSG00000132740	TCGA-DLBC	IGHMBP2	6
ENSG00000136051	TCGA-DLBC	KIAA1033	6
ENSG00000144028	TCGA-DLBC	SNRNP200	6
ENSG00000147113	TCGA-DLBC	CXorf36	6
ENSG00000171604	TCGA-DLBC	CXXC5	6
ENSG00000175567	TCGA-DLBC	UCP2	6
ENSG00000181035	TCGA-DLBC	SLC25A42	6
ENSG00000185958	TCGA-DLBC	FAM186A	6
ENSG00000037241	TCGA-ESCA	RPL26L1	6
ENSG00000044524	TCGA-ESCA	EPHA3	6
ENSG00000079462	TCGA-ESCA	PAFAH1B3	6
ENSG00000100121	TCGA-ESCA	GGTLC2	6
ENSG00000100918	TCGA-ESCA	REC8	6
ENSG00000101639	TCGA-ESCA	CEP192	6
ENSG00000105388	TCGA-ESCA	CEACAM5	6
ENSG00000109906	TCGA-ESCA	ZBTB16	6
ENSG00000111731	TCGA-ESCA	C2CD5	6
ENSG00000124160	TCGA-ESCA	NCOA5	6
ENSG00000124523	TCGA-ESCA	SIRT5	6
ENSG00000125304	TCGA-ESCA	TM9SF2	6
ENSG00000126467	TCGA-ESCA	TSKS	6
ENSG00000134250	TCGA-ESCA	NOTCH2	6
ENSG00000134575	TCGA-ESCA	ACP2	6
ENSG00000135111	TCGA-ESCA	TBX3	6
ENSG00000136715	TCGA-ESCA	SAP130	6
ENSG00000138646	TCGA-ESCA	HERC5	6
ENSG00000147724	TCGA-ESCA	FAM135B	6
ENSG00000147889	TCGA-ESCA	CDKN2A	6
ENSG00000151332	TCGA-ESCA	MBIP	6
ENSG00000154914	TCGA-ESCA	USP43	6
ENSG00000158006	TCGA-ESCA	PAFAH2	6
ENSG00000158669	TCGA-ESCA	AGPAT6	6
ENSG00000163636	TCGA-ESCA	PSMD6	6
ENSG00000163660	TCGA-ESCA	CCNL1	6
ENSG00000163939	TCGA-ESCA	PBRM1	6
ENSG00000164190	TCGA-ESCA	NIPBL	6
ENSG00000165821	TCGA-ESCA	SALL2	6
ENSG00000168685	TCGA-ESCA	IL7R	6
ENSG00000183648	TCGA-ESCA	NDUFB1	6
ENSG00000187021	TCGA-ESCA	PNLIPRP1	6
ENSG00000234829	TCGA-ESCA	IFNA17	6
ENSG00000010165	TCGA-GBM	METTL13	6
ENSG00000053770	TCGA-GBM	AP5M1	6
ENSG00000102924	TCGA-GBM	CBLN1	6
ENSG00000120693	TCGA-GBM	SMAD9	6
ENSG00000125735	TCGA-GBM	TNFSF14	6
ENSG00000131620	TCGA-GBM	ANO1	6
ENSG00000132386	TCGA-GBM	SERPINF1	6
ENSG00000134046	TCGA-GBM	MBD2	6
ENSG00000143977	TCGA-GBM	SNRPG	6
ENSG00000145284	TCGA-GBM	SCD5	6
ENSG00000147160	TCGA-GBM	AWAT2	6
ENSG00000149575	TCGA-GBM	SCN2B	6
ENSG00000166181	TCGA-GBM	API5	6
ENSG00000168175	TCGA-GBM	MAPK1IP1L	6
ENSG00000168778	TCGA-GBM	TCTN2	6
ENSG00000178896	TCGA-GBM	EXOSC4	6
ENSG00000185614	TCGA-GBM	FAM212A	6
ENSG00000197903	TCGA-GBM	HIST1H2BK	6
ENSG00000035928	TCGA-HNSC	RFC1	6
ENSG00000079246	TCGA-HNSC	XRCC5	6
ENSG00000085978	TCGA-HNSC	ATG16L1	6
ENSG00000090339	TCGA-HNSC	ICAM1	6
ENSG00000100033	TCGA-HNSC	PRODH	6
ENSG00000101391	TCGA-HNSC	CDK5RAP1	6
ENSG00000106771	TCGA-HNSC	TMEM245	6
ENSG00000106772	TCGA-HNSC	PRUNE2	6
ENSG00000109101	TCGA-HNSC	FOXN1	6
ENSG00000111596	TCGA-HNSC	CNOT2	6
ENSG00000111834	TCGA-HNSC	RSPH4A	6
ENSG00000113520	TCGA-HNSC	IL4	6
ENSG00000114541	TCGA-HNSC	FRMD4B	6
ENSG00000115548	TCGA-HNSC	KDM3A	6
ENSG00000116039	TCGA-HNSC	ATP6V1B1	6
ENSG00000119946	TCGA-HNSC	CNNM1	6
ENSG00000121774	TCGA-HNSC	KHDRBS1	6
ENSG00000125388	TCGA-HNSC	GRK4	6
ENSG00000130226	TCGA-HNSC	DPP6	6
ENSG00000131467	TCGA-HNSC	PSME3	6
ENSG00000131503	TCGA-HNSC	ANKHD1	6
ENSG00000132464	TCGA-HNSC	ENAM	6
ENSG00000137955	TCGA-HNSC	RABGGTB	6
ENSG00000139329	TCGA-HNSC	LUM	6
ENSG00000151224	TCGA-HNSC	MAT1A	6
ENSG00000155189	TCGA-HNSC	AGPAT5	6
ENSG00000156697	TCGA-HNSC	UTP14A	6
ENSG00000158850	TCGA-HNSC	B4GALT3	6
ENSG00000167685	TCGA-HNSC	ZNF444	6
ENSG00000171357	TCGA-HNSC	LURAP1	6
ENSG00000171596	TCGA-HNSC	NMUR1	6
ENSG00000176246	TCGA-HNSC	OR4L1	6
ENSG00000182220	TCGA-HNSC	ATP6AP2	6
ENSG00000184227	TCGA-HNSC	ACOT1	6
ENSG00000184708	TCGA-HNSC	EIF4ENIF1	6
ENSG00000184840	TCGA-HNSC	TMED9	6
ENSG00000188612	TCGA-HNSC	SUMO2	6
ENSG00000196576	TCGA-HNSC	PLXNB2	6
ENSG00000198099	TCGA-HNSC	ADH4	6
ENSG00000204435	TCGA-HNSC	CSNK2B	6
ENSG00000229474	TCGA-HNSC	PATL2	6
ENSG00000240053	TCGA-HNSC	LY6G5B	6
ENSG00000275993	TCGA-HNSC	SIK1B	6
ENSG00000282301	TCGA-HNSC	CYP3A7-CYP3A51P	6
ENSG00000077157	TCGA-KICH	PPP1R12B	6
ENSG00000100629	TCGA-KICH	CEP128	6
ENSG00000131050	TCGA-KICH	BPIFA2	6
ENSG00000132207	TCGA-KICH	SLX1A	6
ENSG00000132963	TCGA-KICH	POMP	6
ENSG00000136169	TCGA-KICH	SETDB2	6
ENSG00000146047	TCGA-KICH	HIST1H2BA	6
ENSG00000153930	TCGA-KICH	ANKFN1	6
ENSG00000182154	TCGA-KICH	MRPL41	6
ENSG00000188386	TCGA-KICH	PPP3R2	6
ENSG00000214819	TCGA-KICH	CDRT15L2	6
ENSG00000110536	TCGA-KIRC	PTPMT1	6
ENSG00000139946	TCGA-KIRC	PELI2	6
ENSG00000149403	TCGA-KIRC	GRIK4	6
ENSG00000151414	TCGA-KIRC	NEK7	6
ENSG00000172262	TCGA-KIRC	ZNF131	6
ENSG00000181031	TCGA-KIRC	RPH3AL	6
ENSG00000187051	TCGA-KIRC	RPS19BP1	6
ENSG00000212907	TCGA-KIRC	MT-ND4L	6
ENSG00000215910	TCGA-KIRC	C1orf167	6
ENSG00000080546	TCGA-KIRP	SESN1	6
ENSG00000100647	TCGA-KIRP	KIAA0247	6
ENSG00000104369	TCGA-KIRP	JPH1	6
ENSG00000108312	TCGA-KIRP	UBTF	6
ENSG00000108405	TCGA-KIRP	P2RX1	6
ENSG00000114631	TCGA-KIRP	PODXL2	6
ENSG00000116670	TCGA-KIRP	MAD2L2	6
ENSG00000122145	TCGA-KIRP	TBX22	6
ENSG00000138646	TCGA-KIRP	HERC5	6
ENSG00000138802	TCGA-KIRP	SEC24B	6
ENSG00000139926	TCGA-KIRP	FRMD6	6
ENSG00000141052	TCGA-KIRP	MYOCD	6
ENSG00000146733	TCGA-KIRP	PSPH	6
ENSG00000155868	TCGA-KIRP	MED7	6
ENSG00000161594	TCGA-KIRP	KLHL10	6
ENSG00000166135	TCGA-KIRP	HIF1AN	6
ENSG00000170837	TCGA-KIRP	GPR27	6
ENSG00000171401	TCGA-KIRP	KRT13	6
ENSG00000173926	TCGA-KIRP	MARCHF3	6
ENSG00000183426	TCGA-KIRP	NPIPA1	6
ENSG00000189042	TCGA-KIRP	ZNF567	6
ENSG00000241794	TCGA-KIRP	SPRR2A	6
ENSG00000276760	TCGA-KIRP	AC136352.3	6
ENSG00000278522	TCGA-KIRP	POTEB3	6
ENSG00000055609	TCGA-LAML	KMT2C	6
ENSG00000070190	TCGA-LAML	DAPP1	6
ENSG00000080298	TCGA-LAML	RFX3	6
ENSG00000081026	TCGA-LAML	MAGI3	6
ENSG00000087338	TCGA-LAML	GMCL1	6
ENSG00000099999	TCGA-LAML	RNF215	6
ENSG00000106258	TCGA-LAML	CYP3A5	6
ENSG00000123983	TCGA-LAML	ACSL3	6
ENSG00000130723	TCGA-LAML	PRRC2B	6
ENSG00000130827	TCGA-LAML	PLXNA3	6
ENSG00000132688	TCGA-LAML	NES	6
ENSG00000133703	TCGA-LAML	KRAS	6
ENSG00000138138	TCGA-LAML	ATAD1	6
ENSG00000140740	TCGA-LAML	UQCRC2	6
ENSG00000142539	TCGA-LAML	CTD-2545M3.6	6
ENSG00000143970	TCGA-LAML	ASXL2	6
ENSG00000156531	TCGA-LAML	PHF6	6
ENSG00000157379	TCGA-LAML	DHRS1	6
ENSG00000165757	TCGA-LAML	KIAA1462	6
ENSG00000168137	TCGA-LAML	SETD5	6
ENSG00000169249	TCGA-LAML	ZRSR2	6
ENSG00000170873	TCGA-LAML	MTSS1	6
ENSG00000174482	TCGA-LAML	LINGO2	6
ENSG00000178096	TCGA-LAML	BOLA1	6
ENSG00000182054	TCGA-LAML	IDH2	6
ENSG00000184384	TCGA-LAML	MAML2	6
ENSG00000188559	TCGA-LAML	RALGAPA2	6
ENSG00000197037	TCGA-LAML	ZSCAN25	6
ENSG00000198053	TCGA-LAML	SIRPA	6
ENSG00000213281	TCGA-LAML	NRAS	6
ENSG00000256294	TCGA-LAML	ZNF225	6
ENSG00000005469	TCGA-LGG	CROT	6
ENSG00000014824	TCGA-LGG	SLC30A9	6
ENSG00000042832	TCGA-LGG	TG	6
ENSG00000054654	TCGA-LGG	SYNE2	6
ENSG00000058085	TCGA-LGG	LAMC2	6
ENSG00000076770	TCGA-LGG	MBNL3	6
ENSG00000099901	TCGA-LGG	RANBP1	6
ENSG00000101000	TCGA-LGG	PROCR	6
ENSG00000103024	TCGA-LGG	NME3	6
ENSG00000105371	TCGA-LGG	ICAM4	6
ENSG00000108878	TCGA-LGG	CACNG1	6
ENSG00000115935	TCGA-LGG	WIPF1	6
ENSG00000116574	TCGA-LGG	RHOU	6
ENSG00000119431	TCGA-LGG	HDHD3	6
ENSG00000119522	TCGA-LGG	DENND1A	6
ENSG00000123200	TCGA-LGG	ZC3H13	6
ENSG00000123472	TCGA-LGG	ATPAF1	6
ENSG00000131094	TCGA-LGG	C1QL1	6
ENSG00000135424	TCGA-LGG	ITGA7	6
ENSG00000135766	TCGA-LGG	EGLN1	6
ENSG00000136197	TCGA-LGG	C7orf25	6
ENSG00000141012	TCGA-LGG	GALNS	6
ENSG00000141298	TCGA-LGG	SSH2	6
ENSG00000141682	TCGA-LGG	PMAIP1	6
ENSG00000145868	TCGA-LGG	FBXO38	6
ENSG00000147873	TCGA-LGG	IFNA5	6
ENSG00000149150	TCGA-LGG	SLC43A1	6
ENSG00000151892	TCGA-LGG	GFRA1	6
ENSG00000158158	TCGA-LGG	CNNM4	6
ENSG00000160396	TCGA-LGG	HIPK4	6
ENSG00000161249	TCGA-LGG	DMKN	6
ENSG00000162458	TCGA-LGG	FBLIM1	6
ENSG00000162931	TCGA-LGG	TRIM17	6
ENSG00000163754	TCGA-LGG	GYG1	6
ENSG00000164107	TCGA-LGG	HAND2	6
ENSG00000165694	TCGA-LGG	FRMD7	6
ENSG00000166351	TCGA-LGG	POTED	6
ENSG00000168884	TCGA-LGG	TNIP2	6
ENSG00000171811	TCGA-LGG	TTC40	6
ENSG00000171954	TCGA-LGG	CYP4F22	6
ENSG00000172995	TCGA-LGG	ARPP21	6
ENSG00000176165	TCGA-LGG	FOXG1	6
ENSG00000184903	TCGA-LGG	IMMP2L	6
ENSG00000185187	TCGA-LGG	SIGIRR	6
ENSG00000196187	TCGA-LGG	TMEM63A	6
ENSG00000198393	TCGA-LGG	ZNF26	6
ENSG00000198964	TCGA-LGG	SGMS1	6
ENSG00000204010	TCGA-LGG	IFIT1B	6
ENSG00000251184	TCGA-LGG	RP11-101E3.5	6
ENSG00000255302	TCGA-LGG	EID1	6
ENSG00000277972	TCGA-LGG	CISD3	6
ENSG00000070731	TCGA-LIHC	ST6GALNAC2	6
ENSG00000074276	TCGA-LIHC	CDHR2	6
ENSG00000100246	TCGA-LIHC	DNAL4	6
ENSG00000100813	TCGA-LIHC	ACIN1	6
ENSG00000101446	TCGA-LIHC	SPINT3	6
ENSG00000105643	TCGA-LIHC	ARRDC2	6
ENSG00000108523	TCGA-LIHC	RNF167	6
ENSG00000110200	TCGA-LIHC	ANAPC15	6
ENSG00000122566	TCGA-LIHC	HNRNPA2B1	6
ENSG00000122873	TCGA-LIHC	CISD1	6
ENSG00000134248	TCGA-LIHC	LAMTOR5	6
ENSG00000135569	TCGA-LIHC	TAAR5	6
ENSG00000138336	TCGA-LIHC	TET1	6
ENSG00000139218	TCGA-LIHC	SCAF11	6
ENSG00000143320	TCGA-LIHC	CRABP2	6
ENSG00000143971	TCGA-LIHC	ETAA1	6
ENSG00000155158	TCGA-LIHC	TTC39B	6
ENSG00000157216	TCGA-LIHC	SSBP3	6
ENSG00000158109	TCGA-LIHC	TPRG1L	6
ENSG00000162929	TCGA-LIHC	KIAA1841	6
ENSG00000163162	TCGA-LIHC	RNF149	6
ENSG00000167562	TCGA-LIHC	ZNF701	6
ENSG00000167996	TCGA-LIHC	FTH1	6
ENSG00000168487	TCGA-LIHC	BMP1	6
ENSG00000171100	TCGA-LIHC	MTM1	6
ENSG00000171711	TCGA-LIHC	DEFB4A	6
ENSG00000171806	TCGA-LIHC	METTL18	6
ENSG00000171862	TCGA-LIHC	PTEN	6
ENSG00000174010	TCGA-LIHC	KLHL15	6
ENSG00000183773	TCGA-LIHC	AIFM3	6
ENSG00000185730	TCGA-LIHC	ZNF696	6
ENSG00000187790	TCGA-LIHC	FANCM	6
ENSG00000222009	TCGA-LIHC	BTBD19	6
ENSG00000272617	TCGA-LIHC	RP11-343C2.12	6
ENSG00000015520	TCGA-LUAD	NPC1L1	6
ENSG00000076258	TCGA-LUAD	FMO4	6
ENSG00000082684	TCGA-LUAD	SEMA5B	6
ENSG00000100744	TCGA-LUAD	GSKIP	6
ENSG00000100889	TCGA-LUAD	PCK2	6
ENSG00000101384	TCGA-LUAD	JAG1	6
ENSG00000103274	TCGA-LUAD	NUBP1	6
ENSG00000122729	TCGA-LUAD	ACO1	6
ENSG00000124664	TCGA-LUAD	SPDEF	6
ENSG00000128512	TCGA-LUAD	DOCK4	6
ENSG00000130309	TCGA-LUAD	COLGALT1	6
ENSG00000134508	TCGA-LUAD	CABLES1	6
ENSG00000136040	TCGA-LUAD	PLXNC1	6
ENSG00000138069	TCGA-LUAD	RAB1A	6
ENSG00000143178	TCGA-LUAD	TBX19	6
ENSG00000144451	TCGA-LUAD	SPAG16	6
ENSG00000146233	TCGA-LUAD	CYP39A1	6
ENSG00000147813	TCGA-LUAD	NAPRT1	6
ENSG00000151224	TCGA-LUAD	MAT1A	6
ENSG00000153820	TCGA-LUAD	SPHKAP	6
ENSG00000154719	TCGA-LUAD	MRPL39	6
ENSG00000156030	TCGA-LUAD	ELMSAN1	6
ENSG00000159352	TCGA-LUAD	PSMD4	6
ENSG00000163737	TCGA-LUAD	PF4	6
ENSG00000163743	TCGA-LUAD	RCHY1	6
ENSG00000163814	TCGA-LUAD	CDCP1	6
ENSG00000165271	TCGA-LUAD	NOL6	6
ENSG00000170579	TCGA-LUAD	DLGAP1	6
ENSG00000170743	TCGA-LUAD	SYT9	6
ENSG00000172531	TCGA-LUAD	PPP1CA	6
ENSG00000172769	TCGA-LUAD	OR5B3	6
ENSG00000174175	TCGA-LUAD	SELP	6
ENSG00000178015	TCGA-LUAD	GPR150	6
ENSG00000178150	TCGA-LUAD	ZNF114	6
ENSG00000181609	TCGA-LUAD	OR52D1	6
ENSG00000182634	TCGA-LUAD	OR10G7	6
ENSG00000183597	TCGA-LUAD	TANGO2	6
ENSG00000187398	TCGA-LUAD	LUZP2	6
ENSG00000187758	TCGA-LUAD	ADH1A	6
ENSG00000189181	TCGA-LUAD	OR14I1	6
ENSG00000196497	TCGA-LUAD	IPO4	6
ENSG00000198298	TCGA-LUAD	ZNF485	6
ENSG00000198712	TCGA-LUAD	MT-CO2	6
ENSG00000203795	TCGA-LUAD	FAM24A	6
ENSG00000203814	TCGA-LUAD	HIST2H2BF	6
ENSG00000204614	TCGA-LUAD	TRIM40	6
ENSG00000205238	TCGA-LUAD	SPDYE2	6
ENSG00000205683	TCGA-LUAD	DPF3	6
ENSG00000205981	TCGA-LUAD	DNAJC19	6
ENSG00000232399	TCGA-LUAD	USP17L13	6
ENSG00000244355	TCGA-LUAD	LY6G6D	6
ENSG00000249853	TCGA-LUAD	HS3ST5	6
ENSG00000274209	TCGA-LUAD	ANTXRL	6
ENSG00000287080	TCGA-LUAD	H3C3	6
ENSG00000013561	TCGA-LUSC	RNF14	6
ENSG00000019995	TCGA-LUSC	ZRANB1	6
ENSG00000047249	TCGA-LUSC	ATP6V1H	6
ENSG00000083067	TCGA-LUSC	TRPM3	6
ENSG00000089558	TCGA-LUSC	KCNH4	6
ENSG00000101074	TCGA-LUSC	R3HDML	6
ENSG00000119203	TCGA-LUSC	CPSF3	6
ENSG00000123594	TCGA-LUSC	ATXN3L	6
ENSG00000127903	TCGA-LUSC	ZNF835	6
ENSG00000128951	TCGA-LUSC	DUT	6
ENSG00000132793	TCGA-LUSC	LPIN3	6
ENSG00000134690	TCGA-LUSC	CDCA8	6
ENSG00000137040	TCGA-LUSC	RANBP6	6
ENSG00000137876	TCGA-LUSC	RSL24D1	6
ENSG00000144730	TCGA-LUSC	IL17RD	6
ENSG00000146910	TCGA-LUSC	CNPY1	6
ENSG00000149499	TCGA-LUSC	EML3	6
ENSG00000150722	TCGA-LUSC	PPP1R1C	6
ENSG00000151461	TCGA-LUSC	UPF2	6
ENSG00000157107	TCGA-LUSC	FCHO2	6
ENSG00000160606	TCGA-LUSC	TLCD1	6
ENSG00000162408	TCGA-LUSC	NOL9	6
ENSG00000162592	TCGA-LUSC	CCDC27	6
ENSG00000162706	TCGA-LUSC	CADM3	6
ENSG00000163482	TCGA-LUSC	STK36	6
ENSG00000164576	TCGA-LUSC	SAP30L	6
ENSG00000165006	TCGA-LUSC	UBAP1	6
ENSG00000169410	TCGA-LUSC	PTPN9	6
ENSG00000171346	TCGA-LUSC	KRT15	6
ENSG00000171794	TCGA-LUSC	UTF1	6
ENSG00000171943	TCGA-LUSC	SRGAP2C	6
ENSG00000172150	TCGA-LUSC	OR1A2	6
ENSG00000177047	TCGA-LUSC	IFNW1	6
ENSG00000178700	TCGA-LUSC	DHFRL1	6
ENSG00000181240	TCGA-LUSC	SLC25A41	6
ENSG00000196262	TCGA-LUSC	PPIA	6
ENSG00000196526	TCGA-LUSC	AFAP1	6
ENSG00000198270	TCGA-LUSC	TMEM116	6
ENSG00000204540	TCGA-LUSC	PSORS1C1	6
ENSG00000204983	TCGA-LUSC	PRSS1	6
ENSG00000206052	TCGA-LUSC	DOK6	6
ENSG00000224089	TCGA-LUSC	CT47A10	6
ENSG00000242616	TCGA-LUSC	GNG10	6
ENSG00000277481	TCGA-LUSC	PKD1L3	6
ENSG00000054967	TCGA-MESO	RELT	6
ENSG00000112186	TCGA-MESO	CAP2	6
ENSG00000165476	TCGA-MESO	REEP3	6
ENSG00000182521	TCGA-MESO	TBPL2	6
ENSG00000028116	TCGA-OV	VRK2	6
ENSG00000054654	TCGA-OV	SYNE2	6
ENSG00000072778	TCGA-OV	ACADVL	6
ENSG00000087263	TCGA-OV	OGFOD1	6
ENSG00000087502	TCGA-OV	ERGIC2	6
ENSG00000089356	TCGA-OV	FXYD3	6
ENSG00000101493	TCGA-OV	ZNF516	6
ENSG00000102078	TCGA-OV	SLC25A14	6
ENSG00000105053	TCGA-OV	VRK3	6
ENSG00000106819	TCGA-OV	ASPN	6
ENSG00000110080	TCGA-OV	ST3GAL4	6
ENSG00000110090	TCGA-OV	CPT1A	6
ENSG00000111846	TCGA-OV	GCNT2	6
ENSG00000120498	TCGA-OV	TEX11	6
ENSG00000121314	TCGA-OV	TAS2R8	6
ENSG00000122121	TCGA-OV	XPNPEP2	6
ENSG00000122367	TCGA-OV	LDB3	6
ENSG00000129437	TCGA-OV	KLK14	6
ENSG00000135299	TCGA-OV	ANKRD6	6
ENSG00000135447	TCGA-OV	PPP1R1A	6
ENSG00000136682	TCGA-OV	CBWD2	6
ENSG00000136875	TCGA-OV	PRPF4	6
ENSG00000136888	TCGA-OV	ATP6V1G1	6
ENSG00000137090	TCGA-OV	DMRT1	6
ENSG00000139131	TCGA-OV	YARS2	6
ENSG00000140406	TCGA-OV	MESDC1	6
ENSG00000143621	TCGA-OV	ILF2	6
ENSG00000145723	TCGA-OV	GIN1	6
ENSG00000154710	TCGA-OV	RABGEF1	6
ENSG00000163319	TCGA-OV	MRPS18C	6
ENSG00000164237	TCGA-OV	CMBL	6
ENSG00000165140	TCGA-OV	FBP1	6
ENSG00000168002	TCGA-OV	POLR2G	6
ENSG00000168676	TCGA-OV	KCTD19	6
ENSG00000168828	TCGA-OV	OR13J1	6
ENSG00000170442	TCGA-OV	KRT86	6
ENSG00000170498	TCGA-OV	KISS1	6
ENSG00000171561	TCGA-OV	OR2AT4	6
ENSG00000172457	TCGA-OV	OR9G4	6
ENSG00000173013	TCGA-OV	CCDC96	6
ENSG00000175619	TCGA-OV	OR4B1	6
ENSG00000178394	TCGA-OV	HTR1A	6
ENSG00000180016	TCGA-OV	OR1E1	6
ENSG00000181963	TCGA-OV	OR52K2	6
ENSG00000182253	TCGA-OV	SYNM	6
ENSG00000188000	TCGA-OV	OR7D2	6
ENSG00000188243	TCGA-OV	COMMD6	6
ENSG00000188488	TCGA-OV	SERPINA5	6
ENSG00000188694	TCGA-OV	KRTAP24-1	6
ENSG00000189159	TCGA-OV	HN1	6
ENSG00000198129	TCGA-OV	DEFB107B	6
ENSG00000198252	TCGA-OV	STYX	6
ENSG00000198626	TCGA-OV	RYR2	6
ENSG00000205307	TCGA-OV	SAP25	6
ENSG00000214102	TCGA-OV	WEE2	6
ENSG00000255398	TCGA-OV	HCAR3	6
ENSG00000272636	TCGA-OV	DOC2B	6
ENSG00000023902	TCGA-PAAD	PLEKHO1	6
ENSG00000104381	TCGA-PAAD	GDAP1	6
ENSG00000109670	TCGA-PAAD	FBXW7	6
ENSG00000117620	TCGA-PAAD	SLC35A3	6
ENSG00000125484	TCGA-PAAD	GTF3C4	6
ENSG00000139679	TCGA-PAAD	LPAR6	6
ENSG00000141646	TCGA-PAAD	SMAD4	6
ENSG00000164542	TCGA-PAAD	KIAA0895	6
ENSG00000168566	TCGA-PAAD	SNRNP48	6
ENSG00000171133	TCGA-PAAD	OR2K2	6
ENSG00000173699	TCGA-PAAD	SPATA3	6
ENSG00000176055	TCGA-PAAD	MBLAC2	6
ENSG00000176160	TCGA-PAAD	HSF5	6
ENSG00000179115	TCGA-PAAD	FARSA	6
ENSG00000184076	TCGA-PAAD	UQCR10	6
ENSG00000224089	TCGA-PAAD	CT47A10	6
ENSG00000226784	TCGA-PAAD	PGAM4	6
ENSG00000258986	TCGA-PAAD	TMEM179	6
ENSG00000147174	TCGA-PCPG	ACRC	6
ENSG00000156219	TCGA-PCPG	ART3	6
ENSG00000162063	TCGA-PCPG	CCNF	6
ENSG00000163888	TCGA-PCPG	CAMK2N2	6
ENSG00000183346	TCGA-PCPG	C10orf107	6
ENSG00000184178	TCGA-PCPG	SCFD2	6
ENSG00000244734	TCGA-PCPG	HBB	6
ENSG00000277791	TCGA-PCPG	PSMB3	6
ENSG00000006071	TCGA-PRAD	ABCC8	6
ENSG00000020256	TCGA-PRAD	ZFP64	6
ENSG00000090530	TCGA-PRAD	LEPREL1	6
ENSG00000100425	TCGA-PRAD	BRD1	6
ENSG00000106538	TCGA-PRAD	RARRES2	6
ENSG00000116983	TCGA-PRAD	HPCAL4	6
ENSG00000123575	TCGA-PRAD	FAM199X	6
ENSG00000124370	TCGA-PRAD	MCEE	6
ENSG00000133943	TCGA-PRAD	C14orf159	6
ENSG00000135409	TCGA-PRAD	AMHR2	6
ENSG00000137814	TCGA-PRAD	HAUS2	6
ENSG00000143537	TCGA-PRAD	ADAM15	6
ENSG00000143702	TCGA-PRAD	CEP170	6
ENSG00000146233	TCGA-PRAD	CYP39A1	6
ENSG00000149201	TCGA-PRAD	CCDC81	6
ENSG00000150773	TCGA-PRAD	PIH1D2	6
ENSG00000156006	TCGA-PRAD	NAT2	6
ENSG00000158246	TCGA-PRAD	FAM46B	6
ENSG00000163060	TCGA-PRAD	TEKT4	6
ENSG00000163412	TCGA-PRAD	EIF4E3	6
ENSG00000165084	TCGA-PRAD	C8orf34	6
ENSG00000165837	TCGA-PRAD	FAM194B	6
ENSG00000166578	TCGA-PRAD	IQCD	6
ENSG00000171747	TCGA-PRAD	LGALS4	6
ENSG00000175336	TCGA-PRAD	APOF	6
ENSG00000175575	TCGA-PRAD	PAAF1	6
ENSG00000176386	TCGA-PRAD	CDC26	6
ENSG00000180785	TCGA-PRAD	OR51E1	6
ENSG00000186103	TCGA-PRAD	ARGFX	6
ENSG00000198917	TCGA-PRAD	C9orf114	6
ENSG00000203837	TCGA-PRAD	PNLIPRP3	6
ENSG00000204397	TCGA-PRAD	CARD16	6
ENSG00000212123	TCGA-PRAD	PRR22	6
